"crypto_fullname","crypto_nrc","gender","programme_as_admitted","school_abbr","school"
"892109a8","4af56301","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"7274926f","845e4810","M","BACHELOR OF SCIENCE IN PHYSIOTHERAPY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"e419d92f","0070bc6d","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"c744c1a4","cbe5af5d","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"7e94b62a","4538e1bc","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"a4661ba7","5f44aa05","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"a4661ba7","5f44aa05","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"a707e109","6c3b0014","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"14e07c5f","6688a812","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"1a9e1105","6ea6aff8","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"c6eae1bc","112fa9b0","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"7ce73ce4","fa5d90ac","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"234551e7","991d952f","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"8e113608","67438c0f","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"b0509329","c0bcd8ac","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"215d0a86","56abd0eb","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"db128fff","5296c133","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"5686981e","9c164b29","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"4cd1c66a","c2e87402","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"30d62332","c8f036e1","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"9821c8f8","ec24634b","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"a6d4ee09","481858a9","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"0c2f9f74","7a01bfd3","M","BACHELOR OF MINERAL SCIENCES","Mines","SCHOOL OF MINES"
"43c82e55","66d0f8fc","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"8c7d305d","d18588f0","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"1f0a9811","9abdd82c","M","BACHELOR OF SCIENCE IN RADIOGRAPHY (DIAGNOSTICS/THERAPEUTIC)","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"625fb8f7","b34aa4c1","F","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"d4b0e468","036c9eb6","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"010602de","d9b5b865","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"1c617178","16d10aa4","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"95e928a8","30f35dac","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"a89d6889","901e6dc5","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"75a505a5","4eb5dc95","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"ea7af887","13443ff1","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"7ae7a3ff","aec3417e","F","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"7e60a278","28d61650","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"318adc54","0e784e27","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"bfa008c6","7548e3b5","M","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"964389d1","1e91c0bd","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"d6779448","83c48c36","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"dee8644c","bd671790","F","BACHELOR OF FOOD SCIENCE AND TECHNOLOGY","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"a1adbc50","079cde9d","M","BACHELOR OF SCIENCE IN HUMAN BIOLOGY","Human Med.","SCHOOL OF MEDICINE"
"e3c22e2e","994c304a","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"739f4851","5f333f6f","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"d36aee39","814c3931","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"70ba9175","e8d9a9e1","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"bd239c92","4b34f62c","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"43ad0b13","f7a26ad5","M","BACHELOR OF SCIENCE IN RADIOGRAPHY (DIAGNOSTICS/THERAPEUTIC)","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"b5c2cf91","d5456c2d","F","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"00463a1a","3276e4b3","M","BACHELOR OF FOOD SCIENCE AND TECHNOLOGY","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"bfd59891","38bf6db1","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"e029d165","7b4888cd","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"f6cdbc57","277aaa79","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"256fef83","70942c18","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"b271adef","fbc151bc","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"3a82c1d6","2e84bc29","F","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"1d7cc3a0","4902c892","F","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"10bbbfc9","f287e3d0","F","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"b606ccb4","eae2300b","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"819e6020","c954ae87","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"10f0794a","de2a83f4","F","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"4fbc38d5","26f9cd3e","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"8f2ccc37","0b5a6e61","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e2c4b590","e1e7e814","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"651c27bb","5dae567b","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"71f34202","8cceb4e9","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"793f2ab0","57fd0071","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"5f675124","1633d0c8","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"3a1a5022","7907d0a9","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"4ec06c39","4699f206","F","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"26d0787e","6965888c","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"26d0787e","6965888c","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"ad55b479","d7aa5a69","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"c03fac87","4a5fca94","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"50c37fad","96538d2d","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"859aa216","57870afc","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"a994f5eb","afe5d55d","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"f627c7fc","8f6d11a3","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"78027c86","3a663832","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"17203982","c5eeef17","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"83c87883","5dd421ae","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"83c87883","5dd421ae","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"83c87883","5dd421ae","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"bc1234c1","26ae16ee","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"f163a2b1","85e2abab","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"b13dc1a2","90adcd7e","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"dfeac290","b1c68025","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"8ae1efa5","03dd3154","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"929e3d83","b60e8f5a","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e72774e6","65d9cfa7","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"a63b0a4f","5353762c","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"f16e1303","9aead88f","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"f16e1303","9aead88f","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"824ad12e","607e6d41","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"b49d8ae8","06144ceb","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"e0fa7385","f4ec9e0c","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"732e71eb","4b007b91","M","BACHELOR OF EDUCATION (PRIMARY)","Education","SCHOOL OF EDUCATION"
"f7f15769","0d78dfcc","F","BACHELOR OF SCIENCE AGRICULTURAL EXTENSION","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"57b99595","958a4ee3","F","BACHELOR OF ADULT EDUCATION","Education","SCHOOL OF EDUCATION"
"83093a63","641f45e7","M","BACHELOR OF ARTS WITH EDUCATION","Education","SCHOOL OF EDUCATION"
"bf36f167","e310cdfe","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"a48aab10","4a4827bb","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"06df8ea2","c618274d","M","BACHELOR OF SCIENCE - PH","Pub. Health","SCHOOL OF PUBLIC HEALTH"
"e75d366c","d717713f","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"fb43e370","62f934df","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"fb43e370","62f934df","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"cbc36dda","bdca324b","F","BACHELOR OF VETERINARY - VET","Vet. Med.","SCHOOL OF VETERINARY MEDICINE"
"7db3421d","2fcef0a8","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"5e215f47","98284eae","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"ba644232","41e3871f","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"ac72ed2e","58f88d0c","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"49262d02","29ee98c6","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"470c0da8","3fb13bf9","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"cacab20b","270e1962","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"5bef27e5","4660a688","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"aa028ba4","1d8d9335","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"6962e04c","d3e599d1","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"c48063df","06a8b9ad","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"2909ea97","6b413150","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"b1a61109","c0a6b4c6","M","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"ef12313d","709f96a5","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"75a9ba34","6b15f137","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"f7d94e65","05c4fcb6","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"c0efc3b6","e6052557","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"beca3be1","ca8c0e81","M","BACHELOR OF ENGINEERING - MINES","Mines","SCHOOL OF MINES"
"92ea3ad2","327e4d7a","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"c1d127fe","d715699b","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"17fb98e2","ede80526","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"3a65390e","9173bc24","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"365ddda8","f6b3e4f0","M","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"a8968d5d","b16a877d","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"7005ba7b","72baabe2","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"02617c66","3c4141e5","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"3371bfd0","cb2abe03","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"df6aa671","b6a0e05c","M","BACHELOR OF EDUCATION(GUIDANCE & COUNSELING)","Education","SCHOOL OF EDUCATION"
"8969b2e2","aa11f239","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"5b6d062a","be086187","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"a7d94187","a464e92f","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"fb946edc","295bc268","M","BACHELOR OF SCIENCE IN RADIOGRAPHY (DIAGNOSTICS/THERAPEUTIC)","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"ddedc201","52df47be","F","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"adc1df60","d33d4ed7","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"f2d452e0","d5afd306","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"936f8b73","750d0a15","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"cb55373c","1ae8e2a1","F","BACHELOR OF SCIENCE IN MIDWIFERY","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"5c43af05","097b0c8a","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"0c4af09d","48e24163","M","BACHELOR OF SCIENCE IN HEALTH SERVICES MANAGEMENT AND PLANNING","Pub. Health","SCHOOL OF PUBLIC HEALTH"
"3f1be112","c447bbbd","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"5e168d94","aec4be19","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"aa2342d0","a6f2ff9c","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"e5f17851","62b01570","M","BACHELOR OF ARTS - NON QUOTA STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"1d555921","08cadaeb","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"2be59169","42184a58","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"2be59169","42184a58","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"2be59169","42184a58","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"9ca87bbe","1ad2737d","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"4b38a2a3","98380876","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"af0b9786","ac662096","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"19510b33","21444f8b","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"6abea9d0","22e4b603","F","BACHELOR OF SCIENCE IN MIDWIFERY","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"188d71a2","44661557","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"a742419f","17bc8a78","M","BACHELOR OF EDUCATION - SPECIAL EDUCATION","Education","SCHOOL OF EDUCATION"
"f953083d","5d9e5302","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"ebea4ecd","3aa7eb98","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"0d61ed04","8023c5d8","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"89cf40ad","903131a6","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"d35b52d3","26dabaa1","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"d09400a1","b71ed7ea","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"90620d63","716c08c1","F","BACHELOR OF SOCIAL WORK","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"759427ba","ff8dc83b","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"93ad7c44","897ef1fd","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"32f2419d","7a855eca","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"2d3ba57c","f8d868f7","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"d5f884a0","27bf56e7","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"6282a607","14f37edb","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"eae0fc84","a51cdea6","F","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"5642a05b","165a8402","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"9948ab80","4b34f62c","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"3841ae26","aa966c97","M","BACHELOR OF SOCIAL WORK","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"ae7a7ae2","bc6f543d","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"dee0158c","de8618bf","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"dee0158c","de8618bf","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"05f85892","836d3d85","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"ed7489fd","9daa38b4","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"ed7489fd","9daa38b4","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"ccdd64fb","0efdcf47","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"dba91f5e","28574ee1","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"1917b1e4","ca7c4bc1","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"43ffa1a3","bf2060a5","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"1548e18a","7ec4bf64","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"05c17bf0","1e2fb2e0","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"960dd540","de87d939","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"a962e718","698a17de","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"fe51bdc0","115f43cf","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"624e0e92","a07332b9","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"5fe317b4","eb1b28a6","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"083b6d64","c45b5eff","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"db86c6a0","85fc3307","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"7418a73f","4964e57b","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"152333ac","91a555fb","F","BACHELOR OF SCIENCE IN PHYSIOTHERAPY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"7c1af40b","5a15c07f","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"de7a0d9c","94170dd3","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"f7035ed3","ae555d4f","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"b523a4bd","40e6486e","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"03394359","1e0735cf","F","BACHELOR OF SCIENCE IN MIDWIFERY","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"50f20bbb","9691fd65","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"c9dc09df","31e9065f","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"8b198e2e","9180e983","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"bd1286f9","475f9211","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"73fa3357","7716265e","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"1c430f6f","8013562b","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"cf58d957","8f6dc112","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"b92fa44b","101a1015","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e3a9107a","418a6304","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"ef5ef1be","716019d3","F","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
